Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2237,0.0,0.503,0.0,162.57542000000004,162.57542000000004,154.4
4247,2.8,0.503,5.5,162.57542000000004,165.37542000000005,157.20000000000002
6189,5.4,0.504,14.8,162.54256000000004,167.94256000000004,159.8
8198,7.7,0.503,25.1,162.57542000000004,170.27542000000003,162.1
10109,10.1,0.504,37.8,162.54256000000004,172.64256000000003,164.5
12100,12.5,0.504,51.1,162.54256000000004,175.04256000000004,166.9
14193,15.2,0.504,67.1,162.54256000000004,177.74256000000003,169.6
16191,17.6,0.504,81.7,162.54256000000004,180.14256000000003,172.0
18036,20.1,0.505,97.9,162.50970000000004,182.60970000000003,174.5
20099,22.5,0.504,113.1,162.54256000000004,185.04256000000004,176.9
22339,25.2,0.505,131.8,162.50970000000004,187.70970000000003,179.6
24297,27.5,0.506,147.7,162.47684000000004,189.97684000000004,181.9
26291,29.8,0.509,165.1,162.37826000000004,192.17826000000005,184.20000000000002
28346,32.2,0.51,182.3,162.34540000000004,194.54540000000003,186.60000000000002
30183,34.8,0.515,203.8,162.18110000000001,196.98110000000003,189.2
32419,37.3,0.517,223.5,162.11538000000002,199.41538000000003,191.7
35666,40.0,0.52,244.6,162.01680000000005,202.01680000000005,194.4
37686,37.0,0.504,212.0,162.54256000000004,199.54256000000004,191.4
39558,34.7,0.503,192.8,162.57542000000004,197.27542000000005,189.10000000000002
41581,32.2,0.501,174.0,162.64114000000004,194.84114000000005,186.60000000000002
43375,29.6,0.503,154.9,162.57542000000004,192.17542000000003,184.0
45130,27.3,0.503,138.4,162.57542000000004,189.87542000000005,181.70000000000002
47028,24.8,0.503,120.3,162.57542000000004,187.37542000000005,179.20000000000002
48986,22.4,0.503,103.7,162.57542000000004,184.97542000000004,176.8
50743,19.8,0.503,86.2,162.57542000000004,182.37542000000005,174.20000000000002
52578,17.5,0.503,71.2,162.57542000000004,180.07542000000004,171.9
54536,15.0,0.503,55.6,162.57542000000004,177.57542000000004,169.4
56430,12.7,0.503,41.3,162.57542000000004,175.27542000000003,167.1
58124,10.3,0.503,27.5,162.57542000000004,172.87542000000005,164.70000000000002
59983,7.8,0.503,14.9,162.57542000000004,170.37542000000005,162.20000000000002
61659,5.6,0.503,6.4,162.57542000000004,168.17542000000003,160.0
63431,2.8,0.503,0.5,162.57542000000004,165.37542000000005,157.20000000000002
67986,1.4,0.503,0.1,162.57542000000004,163.97542000000004,155.8
