Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1357,0.0,0.599,0.0,113.25348,113.25348,96.3
2755,2.0,0.602,7.3,113.17703999999999,115.17703999999999,98.3
4438,4.3,0.604,17.0,113.12607999999999,117.42607999999998,100.6
6069,6.7,0.607,29.6,113.04963999999998,119.74963999999999,103.0
7826,9.4,0.614,46.4,112.87127999999998,122.27127999999999,105.7
9460,11.8,0.621,63.0,112.69291999999999,124.49291999999998,108.1
11093,14.3,0.629,81.8,112.48907999999999,126.78907999999998,110.6
12574,16.6,0.638,102.0,112.25975999999999,128.85976,112.9
14154,19.2,0.638,122.2,112.25975999999999,131.45976,115.5
15709,21.5,0.637,140.9,112.28523999999999,133.78524,117.8
17285,24.0,0.638,162.6,112.25975999999999,136.25975999999997,120.3
18783,26.3,0.638,182.8,112.25975999999999,138.55975999999998,122.6
20741,28.8,0.638,205.5,112.25975999999999,141.05975999999998,125.1
22179,26.5,0.615,171.6,112.84579999999998,139.3458,122.8
23915,23.9,0.6,143.9,113.228,137.128,120.19999999999999
25549,21.6,0.6,125.0,113.228,134.828,117.9
27324,19.1,0.6,105.5,113.228,132.328,115.4
28945,16.7,0.6,88.1,113.228,129.928,113.0
30640,14.1,0.6,70.2,113.228,127.32799999999999,110.39999999999999
32197,11.8,0.599,54.4,113.25348,125.05348,108.1
33756,9.2,0.6,37.7,113.228,122.428,105.5
35253,6.9,0.6,23.9,113.228,120.128,103.2
36891,4.6,0.6,11.5,113.228,117.82799999999999,100.89999999999999
38467,2.1,0.599,3.1,113.25348,115.35347999999999,98.39999999999999
42137,-0.3,0.6,0.1,113.228,112.928,96.0
