Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1470,0.0,0.503,0.0,162.57542000000004,162.57542000000004,154.4
3549,2.6,0.503,3.9,162.57542000000004,165.17542000000003,157.0
5483,4.9,0.503,11.3,162.57542000000004,167.47542000000004,159.3
7678,7.3,0.503,21.7,162.57542000000004,169.87542000000005,161.70000000000002
9697,9.8,0.503,34.5,162.57542000000004,172.37542000000005,164.20000000000002
11831,12.1,0.503,48.0,162.57542000000004,174.67542000000003,166.5
13790,14.6,0.503,63.1,162.57542000000004,177.17542000000003,169.0
15900,17.0,0.504,78.0,162.54256000000004,179.54256000000004,171.4
17976,19.8,0.504,96.1,162.54256000000004,182.34256000000005,174.20000000000002
20092,22.1,0.504,110.9,162.54256000000004,184.64256000000003,176.5
22249,24.5,0.504,127.5,162.54256000000004,187.04256000000004,178.9
24764,27.0,0.505,144.5,162.50970000000004,189.50970000000004,181.4
26944,29.5,0.508,163.1,162.41112000000004,191.91112000000004,183.9
28940,31.7,0.509,180.1,162.37826000000004,194.07826000000003,186.1
31728,34.4,0.511,200.6,162.31254000000004,196.71254000000005,188.8
34066,36.7,0.514,218.3,162.21396000000004,198.91396000000003,191.10000000000002
36901,39.5,0.517,241.5,162.11538000000002,201.61538000000002,193.9
39113,36.6,0.503,210.2,162.57542000000004,199.17542000000003,191.0
41173,34.2,0.503,191.2,162.57542000000004,196.77542000000005,188.60000000000002
43070,32.0,0.503,174.6,162.57542000000004,194.57542000000004,186.4
45059,29.2,0.501,154.1,162.64114000000004,191.84114000000002,183.6
46953,26.9,0.501,137.1,162.64114000000004,189.54114000000004,181.3
49098,24.2,0.501,118.0,162.64114000000004,186.84114000000002,178.6
51148,21.8,0.503,101.5,162.57542000000004,184.37542000000005,176.20000000000002
52667,19.0,0.501,82.5,162.64114000000004,181.64114000000004,173.4
55049,16.5,0.503,67.0,162.57542000000004,179.07542000000004,170.9
56962,14.0,0.501,50.9,162.64114000000004,176.64114000000004,168.4
59074,11.7,0.503,37.4,162.57542000000004,174.27542000000003,166.1
60988,9.5,0.503,25.0,162.57542000000004,172.07542000000004,163.9
63172,7.1,0.503,12.6,162.57542000000004,169.67542000000003,161.5
65067,4.8,0.501,4.4,162.64114000000004,167.44114000000005,159.20000000000002
67443,2.3,0.503,0.2,162.57542000000004,164.87542000000005,156.70000000000002
72153,0.3,0.503,0.1,162.57542000000004,162.87542000000005,154.70000000000002
