Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1501,0.0,0.399,0.0,118.34948,118.34948,113.32
3009,2.6,0.402,6.1,118.27304,120.87303999999999,115.91999999999999
4570,5.0,0.404,13.1,118.22208,123.22208,118.32
6121,7.2,0.409,21.6,118.09468,125.29468,120.52
7868,9.7,0.415,33.3,117.9418,127.6418,123.02
9415,12.1,0.422,46.6,117.76344,129.86344,125.41999999999999
11103,14.5,0.431,61.0,117.53412,132.03412,127.82
12748,16.8,0.44,76.5,117.3048,134.1048,130.12
14566,19.5,0.44,93.0,117.3048,136.8048,132.82
16000,21.9,0.442,108.7,117.25384,139.15384,135.22
17655,24.5,0.44,125.9,117.3048,141.8048,137.82
19215,27.0,0.442,144.2,117.25384,144.25384,140.32
21370,29.2,0.439,161.1,117.33028,146.53028,142.51999999999998
22909,26.4,0.415,122.2,117.9418,144.3418,139.72
24509,24.3,0.4,100.8,118.324,142.624,137.62
26119,21.8,0.399,85.0,118.34948,140.14948,135.12
27718,19.3,0.399,71.0,118.34948,137.64948,132.62
29196,17.1,0.398,59.2,118.37496,135.47496,130.42
31030,14.5,0.399,46.6,118.34948,132.84948,127.82
32608,12.1,0.399,35.6,118.34948,130.44948,125.41999999999999
34463,9.3,0.399,23.6,118.34948,127.64948,122.61999999999999
35935,7.3,0.398,15.0,118.37496,125.67496,120.61999999999999
37597,4.8,0.399,7.1,118.34948,123.14948,118.11999999999999
38971,2.4,0.398,2.1,118.37496,120.77496000000001,115.72
45120,0.2,0.4,0.0,118.324,118.524,113.52
