Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2042,0.0,0.596,0.0,142.99056,142.99056,142.3
3853,2.0,0.597,4.4,142.95392,144.95392,144.3
5805,4.4,0.598,11.5,142.91728,147.31728,146.70000000000002
8065,6.9,0.602,21.6,142.77072,149.67072000000002,149.20000000000002
10019,9.5,0.607,33.1,142.58751999999998,152.08751999999998,151.8
12415,11.6,0.609,43.3,142.51424,154.11424,153.9
14254,13.9,0.615,55.8,142.2944,156.1944,156.20000000000002
16450,16.9,0.622,72.4,142.03791999999999,158.93792,159.20000000000002
18258,19.3,0.63,87.0,141.7448,161.0448,161.60000000000002
20281,21.6,0.637,102.0,141.48832,163.08831999999998,163.9
21938,24.0,0.638,116.1,141.45168,165.45168,166.3
25022,26.3,0.637,128.8,141.48832,167.78832,168.60000000000002
27007,29.3,0.638,147.2,141.45168,170.75168000000002,171.60000000000002
29362,31.8,0.636,162.3,141.52496,173.32496,174.10000000000002
31218,34.2,0.637,178.1,141.48832,175.68831999999998,176.5
33517,36.2,0.637,190.7,141.48832,177.68831999999998,178.5
37388,39.2,0.637,210.5,141.48832,180.68831999999998,181.5
39756,36.4,0.614,179.1,142.33104,178.73104,178.70000000000002
42079,33.7,0.597,155.4,142.95392,176.65392000000003,176.0
44351,31.4,0.597,141.6,142.95392,174.35392000000002,173.70000000000002
46550,28.6,0.597,125.2,142.95392,171.55392,170.9
48885,26.4,0.597,112.9,142.95392,169.35392000000002,168.70000000000002
50924,23.8,0.597,98.6,142.95392,166.75392000000002,166.10000000000002
53157,21.4,0.597,86.1,142.95392,164.35392000000002,163.70000000000002
55273,18.8,0.597,72.5,142.95392,161.75392000000002,161.10000000000002
57206,16.6,0.596,61.1,142.99056,159.59055999999998,158.9
59324,13.9,0.597,47.8,142.95392,156.85392000000002,156.20000000000002
61377,11.7,0.596,37.1,142.99056,154.69055999999998,154.0
63638,9.1,0.596,25.6,142.99056,152.09055999999998,151.4
65531,6.9,0.596,15.6,142.99056,149.89056,149.20000000000002
67611,4.6,0.596,7.1,142.99056,147.59055999999998,146.9
69643,1.9,0.596,0.6,142.99056,144.89056,144.20000000000002
75135,-1.0,0.596,2.6,142.99056,141.99056,141.3
