Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2002,0.0,0.797,0.0,135.62592,135.62592,125.2
5987,4.8,0.8,6.6,135.516,140.316,130.0
7817,7.1,0.801,13.2,135.47935999999999,142.57935999999998,132.3
10129,9.6,0.802,23.6,135.44272,145.04272,134.8
11956,11.8,0.804,34.8,135.36944,147.16944,137.0
14154,14.5,0.808,50.5,135.22288,149.72288,139.7
16134,17.0,0.814,66.2,135.00304,152.00304,142.2
17913,19.5,0.818,82.8,134.85648,154.35648,144.7
19728,21.8,0.826,99.4,134.56336,156.36336,147.0
21785,24.4,0.829,117.5,134.45344,158.85344,149.6
23659,26.7,0.829,133.7,134.45344,161.15344,151.9
25460,29.3,0.829,152.6,134.45344,163.75344,154.5
27330,31.8,0.829,170.7,134.45344,166.25344,157.0
29211,34.4,0.83,190.1,134.4168,168.8168,159.6
31104,36.5,0.829,206.1,134.45344,170.95344,161.7
33638,39.2,0.828,226.6,134.49008,173.69008000000002,164.4
35479,36.7,0.809,198.3,135.18624,171.88624,161.9
37496,34.5,0.797,177.3,135.62592,170.12592,159.7
39512,31.8,0.797,156.9,135.62592,167.42592000000002,157.0
41486,29.5,0.797,140.0,135.62592,165.12592,154.7
43403,26.9,0.798,121.6,135.58928,162.48928,152.1
45340,24.4,0.797,104.6,135.62592,160.02592,149.6
46838,21.9,0.796,87.0,135.66255999999998,157.56256,147.1
48969,19.5,0.797,71.9,135.62592,155.12592,144.7
50544,17.0,0.797,55.6,135.62592,152.62592,142.2
52698,14.7,0.797,41.7,135.62592,150.32592,139.9
54399,12.3,0.797,27.8,135.62592,147.92592000000002,137.5
56419,9.7,0.797,14.2,135.62592,145.32592,134.9
58106,7.3,0.797,5.9,135.62592,142.92592000000002,132.5
60197,4.9,0.798,1.5,135.58928,140.48928,130.1
62141,2.2,0.798,2.1,135.58928,137.78928,127.4
67617,0.0,0.797,3.3,135.62592,135.62592,125.2
