Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
3567,0.0,0.398,0.0,150.24528,150.24528,140.2
5455,2.7,0.399,3.9,150.20864,152.90864,142.89999999999998
7435,4.9,0.401,9.2,150.13536,155.03536,145.1
9276,7.1,0.404,15.6,150.02544,157.12544,147.29999999999998
11749,9.9,0.41,25.0,149.8056,159.7056,150.1
13646,12.2,0.415,33.9,149.6224,161.8224,152.39999999999998
15816,14.6,0.421,43.6,149.40256,164.00256,154.79999999999998
17317,17.2,0.428,55.7,149.14608,166.34608,157.39999999999998
19418,19.7,0.437,67.8,148.81632,168.51631999999998,159.89999999999998
21631,22.3,0.438,78.7,148.77967999999998,171.07968,162.5
23728,24.6,0.438,88.3,148.77967999999998,173.37967999999998,164.79999999999998
25545,27.3,0.439,100.2,148.74304,176.04304000000002,167.5
27441,29.5,0.439,109.8,148.74304,178.24304,169.7
29314,32.0,0.438,121.3,148.77967999999998,180.77967999999998,172.2
31306,34.8,0.439,135.1,148.74304,183.54304000000002,175.0
33150,37.0,0.439,146.5,148.74304,185.74304,177.2
35491,39.5,0.438,160.2,148.77967999999998,188.27967999999998,179.7
37381,37.3,0.421,136.0,149.40256,186.70256,177.5
39478,34.8,0.404,115.2,150.02544,184.82544000000001,175.0
41671,31.9,0.396,98.9,150.31856,182.21856,172.1
43646,29.5,0.398,88.9,150.24528,179.74528,169.7
45565,26.9,0.398,78.2,150.24528,177.14528,167.1
47600,24.5,0.396,69.2,150.31856,174.81856,164.7
49579,22.1,0.398,60.2,150.24528,172.34528,162.29999999999998
51657,19.7,0.396,51.6,150.31856,170.01855999999998,159.89999999999998
53508,17.3,0.396,42.9,150.31856,167.61856,157.5
55118,14.6,0.395,33.5,150.3552,164.9552,154.79999999999998
57538,12.1,0.396,25.8,150.31856,162.41855999999999,152.29999999999998
59616,9.6,0.396,17.9,150.31856,159.91855999999999,149.79999999999998
61154,7.1,0.395,10.2,150.3552,157.4552,147.29999999999998
64070,5.0,0.396,5.6,150.31856,155.31856,145.2
66286,2.3,0.396,0.1,150.31856,152.61856,142.5
71394,-0.1,0.396,0.0,150.31856,150.21856,140.1
