Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2635,0.0,0.5,0.0,115.776,115.776,99.0
4249,2.4,0.503,7.7,115.69955999999999,118.09956,101.4
5860,5.1,0.509,19.1,115.54668,120.64667999999999,104.1
7467,7.2,0.512,29.2,115.47023999999999,122.67023999999999,106.2
8984,9.8,0.519,44.2,115.29187999999999,125.09187999999999,108.8
10631,12.3,0.527,59.9,115.08803999999999,127.38803999999999,111.3
12157,14.8,0.537,78.2,114.83323999999999,129.63324,113.8
13813,17.1,0.542,94.5,114.70584,131.80584,116.1
15445,19.5,0.542,111.3,114.70584,134.20584,118.5
16820,21.9,0.543,129.7,114.68036,136.58035999999998,120.9
18166,24.5,0.544,150.4,114.65487999999999,139.15488,123.5
20013,27.0,0.542,169.1,114.70584,141.70584,126.0
21799,29.8,0.543,193.6,114.68036,144.48036,128.8
23655,26.7,0.512,149.9,115.47023999999999,142.17023999999998,125.7
25181,24.1,0.5,124.0,115.776,139.876,123.1
26989,21.8,0.503,108.1,115.69955999999999,137.49956,120.8
28767,19.2,0.503,91.1,115.69955999999999,134.89955999999998,118.2
30483,16.8,0.501,75.7,115.75052,132.55052,115.8
31996,14.2,0.501,59.9,115.75052,129.95051999999998,113.2
33637,12.1,0.501,47.6,115.75052,127.85051999999999,111.1
34991,9.6,0.501,33.8,115.75052,125.35051999999999,108.6
36831,7.3,0.501,22.1,115.75052,123.05051999999999,106.3
38278,4.9,0.501,11.0,115.75052,120.65052,103.9
40038,2.4,0.501,3.2,115.75052,118.15052,101.4
44556,0.2,0.503,0.0,115.69955999999999,115.89956,99.2
