Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
4738,0.0,0.5,0.0,146.508,146.508,141.64
6635,3.0,0.504,7.1,146.36144,149.36144,144.64
8497,5.7,0.508,15.9,146.21488,151.91487999999998,147.33999999999997
10420,8.2,0.511,25.5,146.10496,154.30496,149.83999999999997
12267,10.7,0.517,36.1,145.88512,156.58512,152.33999999999997
14200,13.0,0.522,46.9,145.70192,158.70192,154.64
15897,15.2,0.527,57.9,145.51872,160.71872,156.83999999999997
17853,17.9,0.536,72.2,145.18896,163.08896000000001,159.54
19470,20.7,0.544,88.1,144.89584,165.59583999999998,162.33999999999997
21425,23.2,0.543,100.0,144.93248,168.13248,164.83999999999997
23284,25.6,0.543,112.6,144.93248,170.53248,167.23999999999998
25300,27.9,0.543,124.4,144.93248,172.83248,169.54
27237,30.5,0.543,138.6,144.93248,175.43248,172.14
29330,33.0,0.542,152.4,144.96912,177.96912,174.64
31190,35.3,0.543,166.3,144.93248,180.23248,176.94
33426,37.8,0.543,181.1,144.93248,182.73248,179.44
35760,40.4,0.542,197.4,144.96912,185.36912,182.04
37595,37.6,0.519,165.1,145.81184,183.41183999999998,179.23999999999998
39610,35.2,0.501,143.3,146.47136,181.67136,176.83999999999997
41646,32.6,0.503,129.8,146.39808,178.99808,174.23999999999998
43460,30.2,0.501,117.1,146.47136,176.67136,171.83999999999997
45362,27.7,0.5,104.7,146.508,174.208,169.33999999999997
47297,25.3,0.501,93.1,146.47136,171.77136000000002,166.94
49194,22.8,0.5,81.3,146.508,169.30800000000002,164.44
51109,20.4,0.501,70.8,146.47136,166.87136,162.04
53008,17.8,0.5,59.2,146.508,164.30800000000002,159.44
55155,15.4,0.501,49.0,146.47136,161.87136,157.04
57178,13.1,0.501,39.3,146.47136,159.57136,154.73999999999998
59496,10.6,0.5,29.0,146.508,157.108,152.23999999999998
61491,8.2,0.5,19.8,146.508,154.708,149.83999999999997
63248,5.6,0.5,10.9,146.508,152.108,147.23999999999998
65104,3.3,0.501,4.5,146.47136,149.77136000000002,144.94
69632,0.9,0.501,0.0,146.47136,147.37136,142.54
