Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2102,0.0,0.697,0.0,139.28992,139.28992,129.9
3958,1.9,0.698,5.0,139.25328,141.15328,131.8
6152,4.7,0.699,13.7,139.21663999999998,143.91663999999997,134.6
9976,9.6,0.707,36.0,138.92352,148.52352,139.5
11820,12.0,0.71,49.2,138.8136,150.8136,141.9
13776,14.5,0.717,63.6,138.55712,153.05712,144.4
15635,16.8,0.723,78.5,138.33728,155.13728,146.70000000000002
17527,19.3,0.73,94.9,138.0808,157.38080000000002,149.20000000000002
19330,21.6,0.737,110.5,137.82432,159.42432,151.5
21226,24.3,0.737,127.5,137.82432,162.12432,154.20000000000002
23220,26.4,0.737,141.6,137.82432,164.22432,156.3
25060,29.0,0.737,159.0,137.82432,166.82432,158.9
26935,31.5,0.736,175.5,137.86096,169.36096,161.4
28865,34.5,0.737,197.4,137.82432,172.32432,164.4
30604,36.7,0.737,213.6,137.82432,174.52432,166.60000000000002
32320,39.3,0.736,232.9,137.86096,177.16096,169.2
34342,41.9,0.737,252.2,137.82432,179.72432,171.8
37196,44.3,0.736,270.0,137.86096,182.16096,174.2
39207,41.9,0.713,237.6,138.70368,180.60368,171.8
41145,39.2,0.697,210.8,139.28992,178.48991999999998,169.10000000000002
42978,36.4,0.698,190.8,139.25328,175.65328,166.3
44760,34.2,0.698,175.5,139.25328,173.45328,164.10000000000002
46700,31.5,0.697,156.7,139.28992,170.78992,161.4
48869,29.3,0.698,142.5,139.25328,168.55328,159.20000000000002
50867,26.6,0.697,125.6,139.28992,165.88992,156.5
52625,24.3,0.698,110.8,139.25328,163.55328,154.20000000000002
54361,21.7,0.697,95.0,139.28992,160.98991999999998,151.6
56276,19.3,0.697,80.4,139.28992,158.58992,149.20000000000002
58354,16.7,0.697,65.7,139.28992,155.98991999999998,146.6
60248,14.5,0.697,52.8,139.28992,153.78992,144.4
61952,11.9,0.697,38.5,139.28992,151.18992,141.8
64022,9.5,0.696,26.4,139.32656,148.82656,139.4
65919,7.0,0.697,14.2,139.28992,146.28992,136.9
67734,4.7,0.697,4.9,139.28992,143.98991999999998,134.6
69386,1.8,0.697,1.1,139.28992,141.08992,131.70000000000002
75442,-0.1,0.698,0.1,139.25328,139.15328,129.8
