Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2139,0.0,0.697,0.0,139.28992,139.28992,129.9
3998,2.9,0.698,6.1,139.25328,142.15328,132.8
5848,4.9,0.699,12.6,139.21663999999998,144.11664,134.8
7669,7.1,0.702,21.6,139.10672,146.20672,137.0
9568,9.7,0.706,35.2,138.96016,148.66016,139.6
11043,11.8,0.71,46.8,138.8136,150.61360000000002,141.70000000000002
13383,14.6,0.715,62.7,138.6304,153.2304,144.5
15313,17.1,0.721,78.7,138.41056,155.51056,147.0
17153,19.5,0.73,94.7,138.0808,157.5808,149.4
19121,21.8,0.737,110.6,137.82432,159.62432,151.70000000000002
20864,24.4,0.737,127.2,137.82432,162.22432,154.3
22591,27.3,0.737,146.7,137.82432,165.12432,157.20000000000002
24537,29.8,0.737,163.5,137.82432,167.62432,159.70000000000002
26141,32.2,0.737,180.3,137.82432,170.02432,162.10000000000002
28116,34.7,0.737,198.1,137.82432,172.52432,164.60000000000002
29743,36.7,0.739,213.5,137.75104,174.45103999999998,166.60000000000002
33561,39.4,0.736,232.3,137.86096,177.26096,169.3
35410,37.0,0.717,203.4,138.55712,175.55712,166.9
37234,34.5,0.699,179.2,139.21663999999998,173.71663999999998,164.4
39107,32.2,0.697,163.5,139.28992,171.48991999999998,162.10000000000002
41044,29.6,0.697,145.9,139.28992,168.88992,159.5
43141,27.2,0.697,130.4,139.28992,166.48991999999998,157.1
45126,24.8,0.697,115.2,139.28992,164.08992,154.70000000000002
47048,22.4,0.698,100.3,139.25328,161.65328,152.3
49089,19.7,0.697,84.1,139.28992,158.98991999999998,149.6
50886,17.3,0.697,70.2,139.28992,156.58992,147.20000000000002
52865,14.7,0.698,55.5,139.25328,153.95327999999998,144.6
54916,12.4,0.697,42.2,139.28992,151.68992,142.3
56815,9.8,0.697,28.8,139.28992,149.08992,139.70000000000002
58625,7.5,0.696,17.4,139.32656,146.82656,137.4
60568,5.0,0.697,7.3,139.28992,144.28992,134.9
62536,2.6,0.696,1.5,139.32656,141.92656,132.5
67732,0.1,0.697,0.0,139.28992,139.38992,130.0
