Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1368,0.0,0.599,0.0,159.42086000000003,159.42086000000003,152.1
3202,2.7,0.599,8.8,159.42086000000003,162.12086000000002,154.79999999999998
5175,5.1,0.599,21.1,159.42086000000003,164.52086000000003,157.2
7077,7.8,0.6,37.3,159.38800000000003,167.18800000000005,159.9
9175,10.1,0.599,52.5,159.42086000000003,169.52086000000003,162.2
11150,12.7,0.599,70.2,159.42086000000003,172.12086000000002,164.79999999999998
13308,15.1,0.598,87.7,159.45372000000003,174.55372000000003,167.2
15183,17.6,0.6,107.2,159.38800000000003,176.98800000000003,169.7
17258,19.9,0.6,124.4,159.38800000000003,179.28800000000004,172.0
19310,22.6,0.602,146.1,159.32228000000003,181.92228000000003,174.7
21388,24.9,0.602,164.9,159.32228000000003,184.22228000000004,177.0
23324,27.3,0.605,185.7,159.22370000000004,186.52370000000005,179.4
25740,29.8,0.607,206.4,159.15798000000004,188.95798000000005,181.9
27679,32.0,0.609,226.6,159.09226000000004,191.09226000000004,184.1
30091,34.4,0.61,248.0,159.05940000000004,193.45940000000004,186.5
32208,36.8,0.614,270.6,158.92796000000004,195.72796000000005,188.89999999999998
35498,39.6,0.618,296.0,158.79652000000004,198.39652000000004,191.7
37955,36.9,0.599,259.6,159.42086000000003,196.32086000000004,189.0
40086,34.4,0.599,236.5,159.42086000000003,193.82086000000004,186.5
42037,32.1,0.599,216.0,159.42086000000003,191.52086000000003,184.2
44184,30.1,0.599,198.1,159.42086000000003,189.52086000000003,182.2
46037,27.4,0.599,174.8,159.42086000000003,186.82086000000004,179.5
48378,24.9,0.599,154.0,159.42086000000003,184.32086000000004,177.0
50456,22.3,0.599,131.9,159.42086000000003,181.72086000000004,174.4
52790,19.9,0.6,113.0,159.38800000000003,179.28800000000004,172.0
54365,17.5,0.598,93.5,159.45372000000003,176.95372000000003,169.6
56922,14.9,0.598,74.6,159.45372000000003,174.35372000000004,167.0
58776,12.5,0.599,57.1,159.42086000000003,171.92086000000003,164.6
60834,10.2,0.599,40.5,159.42086000000003,169.62086000000002,162.29999999999998
62308,7.6,0.599,23.1,159.42086000000003,167.02086000000003,159.7
64624,5.1,0.599,9.6,159.42086000000003,164.52086000000003,157.2
66461,2.2,0.599,1.3,159.42086000000003,161.62086000000002,154.29999999999998
71608,0.5,0.599,2.6,159.42086000000003,159.92086000000003,152.6
