Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
3182,0.0,0.499,0.0,187.56574,187.56574,167.6
6536,3.6,0.501,10.4,187.48626000000002,191.08626,171.2
8919,6.3,0.504,22.0,187.36704,193.66704000000001,173.9
11468,8.6,0.509,33.9,187.16834,195.76834,176.2
14201,10.9,0.514,47.8,186.96964,197.86964,178.5
16518,13.4,0.52,65.6,186.7312,200.1312,181.0
20290,15.8,0.523,81.4,186.61198000000002,202.41198000000003,183.4
23038,18.5,0.525,100.9,186.5325,205.0325,186.1
25819,21.1,0.525,118.9,186.5325,207.6325,188.7
28355,23.2,0.525,133.8,186.5325,209.7325,190.79999999999998
31008,26.2,0.525,155.6,186.5325,212.7325,193.79999999999998
33537,28.4,0.525,173.0,186.5325,214.9325,196.0
36434,30.9,0.525,191.5,186.5325,217.4325,198.5
39109,33.3,0.526,211.0,186.49276,219.79276,200.89999999999998
42027,35.9,0.525,232.5,186.5325,222.4325,203.5
44422,37.9,0.525,250.4,186.5325,224.4325,205.5
46954,40.6,0.526,274.3,186.49276,227.09276,208.2
49430,43.2,0.526,298.8,186.49276,229.69276000000002,210.8
51209,46.1,0.532,338.3,186.25432,232.35432,213.7
53586,46.2,0.525,327.4,186.5325,232.73250000000002,213.8
56259,43.3,0.499,272.1,187.56574,230.86574000000002,210.89999999999998
59794,39.7,0.489,231.7,187.96314,227.66314,207.3
62608,38.0,0.488,216.1,188.00288,226.00288,205.6
65282,35.2,0.489,193.7,187.96314,223.16314,202.8
67724,33.3,0.489,178.3,187.96314,221.26314000000002,200.89999999999998
70312,30.0,0.489,153.7,187.96314,217.96314,197.6
72854,27.9,0.489,138.1,187.96314,215.86314000000002,195.5
74322,25.1,0.486,116.3,188.08236,213.18236,192.7
75380,25.2,0.489,119.1,187.96314,213.16314,192.79999999999998
77980,22.9,0.488,103.7,188.00288,210.90288,190.5
80834,21.0,0.488,91.2,188.00288,209.00288,188.6
83325,18.4,0.489,74.1,187.96314,206.36314000000002,186.0
86142,15.7,0.488,57.6,188.00288,203.70288,183.29999999999998
89922,13.5,0.488,44.4,188.00288,201.50288,181.1
92671,10.7,0.488,28.7,188.00288,198.70288,178.29999999999998
95027,8.6,0.488,18.2,188.00288,196.60288,176.2
97222,5.9,0.488,8.6,188.00288,193.90288,173.5
99835,3.5,0.488,2.6,188.00288,191.50288,171.1
104597,1.0,0.486,0.1,188.08236,189.08236,168.6
