Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2421,0.0,0.396,0.0,191.65896000000004,191.65896000000004,177.46
4317,2.4,0.396,3.2,191.65896000000004,194.05896000000004,179.86
6374,4.8,0.398,7.6,191.57948000000002,196.37948000000003,182.26000000000002
8332,7.3,0.4,15.0,191.50000000000003,198.80000000000004,184.76000000000002
10229,9.8,0.402,24.5,191.42052,201.22052000000002,187.26000000000002
12199,12.6,0.402,36.6,191.42052,204.02052,190.06
14062,14.9,0.402,47.4,191.42052,206.32052000000002,192.36
15873,17.3,0.402,59.4,191.42052,208.72052000000002,194.76000000000002
17835,19.8,0.402,72.8,191.42052,211.22052000000002,197.26000000000002
19551,21.9,0.402,85.2,191.42052,213.32052000000002,199.36
21504,24.5,0.402,100.6,191.42052,215.92052,201.96
23410,27.2,0.401,115.9,191.46026000000003,218.66026000000002,204.66
25380,29.5,0.401,130.7,191.46026000000003,220.96026000000003,206.96
27193,31.9,0.401,146.8,191.46026000000003,223.36026000000004,209.36
29530,34.5,0.401,165.3,191.46026000000003,225.96026000000003,211.96
31365,36.9,0.401,182.9,191.46026000000003,228.36026000000004,214.36
33262,39.2,0.401,200.8,191.46026000000003,230.66026000000005,216.66000000000003
35180,42.2,0.402,227.3,191.42052,233.62052,219.66000000000003
36696,44.2,0.402,248.0,191.42052,235.62052,221.66000000000003
38259,44.3,0.4,245.2,191.50000000000003,235.8,221.76
40151,41.8,0.38,199.0,192.29480000000004,234.09480000000002,219.26
42027,39.4,0.366,166.9,192.85116000000002,232.25116000000003,216.86
43864,36.8,0.359,141.8,193.12934000000004,229.92934000000002,214.26
45919,34.5,0.359,126.3,193.12934000000004,227.62934000000004,211.96
47777,31.9,0.36,109.4,193.08960000000002,224.98960000000002,209.36
49831,29.4,0.359,94.5,193.12934000000004,222.52934000000005,206.86
51761,26.9,0.36,80.1,193.08960000000002,219.98960000000002,204.36
53945,24.6,0.359,67.7,193.12934000000004,217.72934000000004,202.06
55879,22.2,0.359,55.2,193.12934000000004,215.32934000000003,199.66
57816,19.6,0.359,41.9,193.12934000000004,212.72934000000004,197.06
59613,17.2,0.357,30.8,193.20882000000003,210.40882000000002,194.66
61631,14.7,0.36,21.1,193.08960000000002,207.7896,192.16
63425,12.2,0.359,12.8,193.12934000000004,205.32934000000003,189.66
64944,9.7,0.357,6.8,193.20882000000003,202.90882000000002,187.16
67011,7.4,0.36,3.3,193.08960000000002,200.48960000000002,184.86
68974,4.8,0.359,0.6,193.12934000000004,197.92934000000005,182.26000000000002
70768,2.2,0.36,1.2,193.08960000000002,195.2896,179.66
75164,0.0,0.36,0.0,193.08960000000002,193.08960000000002,177.46
