Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1816,0.0,0.501,0.0,146.47136,146.47136,141.64
3632,2.7,0.503,7.0,146.39808,149.09807999999998,144.33999999999997
5350,4.7,0.505,13.6,146.3248,151.0248,146.33999999999997
9790,7.3,0.51,23.4,146.1416,153.44160000000002,148.94
11635,9.9,0.514,34.7,145.99504,155.89504,151.54
14234,12.5,0.521,47.0,145.73856,158.23856,154.14
16157,14.9,0.527,59.0,145.51872,160.41872,156.54
18167,17.3,0.533,71.5,145.29888,162.59888,158.94
20118,19.6,0.542,84.6,144.96912,164.56912,161.23999999999998
21856,22.0,0.543,97.1,144.93248,166.93248,163.64
23814,24.9,0.543,112.1,144.93248,169.83248,166.54
25531,27.1,0.544,123.5,144.89584,171.99584,168.73999999999998
27649,29.6,0.542,136.3,144.96912,174.56912,171.23999999999998
29520,32.0,0.542,150.0,144.96912,176.96912,173.64
31288,34.6,0.543,165.4,144.93248,179.53248,176.23999999999998
33755,37.2,0.542,180.4,144.96912,182.16912000000002,178.83999999999997
36991,40.9,0.541,203.2,145.00576,185.90576000000001,182.54
39047,37.1,0.509,160.4,146.17824,183.27823999999998,178.73999999999998
41100,34.3,0.5,141.0,146.508,180.808,175.94
43087,32.1,0.501,129.3,146.47136,178.57136,173.73999999999998
45073,29.3,0.501,115.5,146.47136,175.77136000000002,170.94
47128,27.1,0.501,104.3,146.47136,173.57136,168.73999999999998
48864,24.4,0.5,91.1,146.508,170.90800000000002,166.04
50724,22.1,0.501,80.5,146.47136,168.57136,163.73999999999998
52553,19.2,0.501,67.4,146.47136,165.67136,160.83999999999997
54413,17.1,0.501,58.1,146.47136,163.57136,158.73999999999998
56094,14.4,0.5,46.5,146.508,160.90800000000002,156.04
58327,12.3,0.501,38.0,146.47136,158.77136000000002,153.94
60263,10.0,0.501,28.5,146.47136,156.47136,151.64
62139,7.5,0.5,18.8,146.508,154.008,149.14
65834,2.5,0.5,3.6,146.508,149.008,144.14
71941,-0.6,0.501,0.1,146.47136,145.87136,141.04
