Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
3910,0.0,0.6,0.0,142.844,142.844,137.3
6263,2.5,0.603,5.4,142.73408,145.23408,139.8
10300,7.5,0.607,22.8,142.58751999999998,150.08751999999998,144.8
12403,9.8,0.61,32.6,142.4776,152.2776,147.10000000000002
15417,12.3,0.614,44.6,142.33104,154.63104,149.60000000000002
17545,14.6,0.62,57.3,142.1112,156.7112,151.9
19741,17.4,0.627,73.2,141.85472,159.25472,154.70000000000002
21676,19.8,0.635,87.6,141.5616,161.3616,157.10000000000002
23592,22.1,0.641,102.1,141.34176,163.44176,159.4
25529,24.9,0.642,118.4,141.30512,166.20512,162.20000000000002
27448,27.4,0.642,133.0,141.30512,168.70512,164.70000000000002
29409,30.1,0.642,149.3,141.30512,171.40511999999998,167.4
31294,32.0,0.643,161.1,141.26848,173.26848,169.3
32972,34.0,0.643,173.9,141.26848,175.26848,171.3
34931,37.1,0.643,194.1,141.26848,178.36848,174.4
37889,39.7,0.642,210.7,141.30512,181.00511999999998,177.0
39738,37.0,0.62,180.8,142.1112,179.1112,174.3
41579,34.4,0.602,157.2,142.77072,177.17072000000002,171.70000000000002
43476,31.9,0.6,141.3,142.844,174.744,169.20000000000002
45212,29.6,0.6,128.1,142.844,172.444,166.9
47054,27.3,0.6,114.8,142.844,170.144,164.60000000000002
48961,24.9,0.6,101.9,142.844,167.744,162.20000000000002
50735,22.3,0.6,87.8,142.844,165.144,159.60000000000002
52659,19.7,0.6,74.3,142.844,162.54399999999998,157.0
54472,17.3,0.6,62.0,142.844,160.144,154.60000000000002
56258,14.8,0.6,49.2,142.844,157.644,152.10000000000002
58148,12.6,0.6,38.8,142.844,155.444,149.9
60194,10.0,0.6,26.5,142.844,152.844,147.3
61957,7.8,0.6,17.0,142.844,150.644,145.10000000000002
63971,5.3,0.6,7.8,142.844,148.144,142.60000000000002
65794,2.8,0.602,2.3,142.77072,145.57072000000002,140.10000000000002
70782,0.4,0.6,0.1,142.844,143.244,137.70000000000002
