Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1890,0.0,0.395,0.0,150.3552,150.3552,140.2
3852,2.4,0.398,3.4,150.24528,152.64528,142.6
5921,5.0,0.4,9.4,150.172,155.172,145.2
7439,7.3,0.404,16.1,150.02544,157.32544000000001,147.5
9753,9.8,0.409,24.7,149.84224,159.64224000000002,150.0
11905,12.3,0.415,34.2,149.6224,161.9224,152.5
14125,14.8,0.421,44.5,149.40256,164.20256,155.0
16218,17.0,0.427,54.1,149.18272,166.18272,157.2
18192,19.9,0.434,67.9,148.92624,168.82624,160.1
20154,22.5,0.438,79.5,148.77967999999998,171.27967999999998,162.7
21987,24.6,0.439,88.3,148.74304,173.34304,164.79999999999998
23988,26.9,0.439,98.4,148.74304,175.64304,167.1
26003,29.5,0.439,109.9,148.74304,178.24304,169.7
27896,32.3,0.439,123.1,148.74304,181.04304000000002,172.5
29934,34.8,0.439,135.3,148.74304,183.54304000000002,175.0
31768,36.8,0.439,145.8,148.74304,185.54304000000002,177.0
34203,39.4,0.438,159.2,148.77967999999998,188.17968,179.6
36024,36.9,0.418,132.9,149.51248,186.41248000000002,177.1
38118,34.5,0.404,113.6,150.02544,184.52544,174.7
39988,32.0,0.396,99.1,150.31856,182.31856,172.2
42132,29.4,0.398,88.7,150.24528,179.64528,169.6
43967,27.1,0.396,79.2,150.31856,177.41855999999999,167.29999999999998
45842,24.4,0.396,68.8,150.31856,174.71856,164.6
47640,22.1,0.396,60.4,150.31856,172.41855999999999,162.29999999999998
49537,19.5,0.396,50.7,150.31856,169.81856,159.7
51626,17.2,0.395,43.0,150.3552,167.55519999999999,157.39999999999998
53547,14.7,0.395,34.3,150.3552,165.05519999999999,154.89999999999998
55407,12.1,0.395,25.9,150.3552,162.4552,152.29999999999998
57603,9.8,0.396,18.7,150.31856,160.11856,150.0
59697,7.3,0.395,11.5,150.3552,157.6552,147.5
61872,4.9,0.396,5.7,150.31856,155.21856,145.1
63451,2.5,0.395,1.6,150.3552,152.8552,142.7
67901,0.2,0.396,0.0,150.31856,150.51855999999998,140.39999999999998
