Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1501,0.0,0.501,0.0,115.75052,115.75052,99.0
3255,2.7,0.504,8.5,115.67407999999999,118.37407999999999,101.7
4855,5.2,0.508,19.3,115.57216,120.77216,104.2
6518,7.5,0.512,30.4,115.47023999999999,122.97023999999999,106.5
8210,9.8,0.519,43.5,115.29187999999999,125.09187999999999,108.8
9855,12.4,0.527,60.3,115.08803999999999,127.48804,111.4
11560,14.8,0.536,77.6,114.85871999999999,129.65872,113.8
13316,16.9,0.543,93.6,114.68036,131.58035999999998,115.9
14956,19.4,0.542,111.2,114.70584,134.10584,118.4
16611,21.6,0.542,127.0,114.70584,136.30584,120.6
18331,24.1,0.542,146.3,114.70584,138.80584,123.1
20024,26.7,0.542,166.8,114.70584,141.40583999999998,125.7
22060,28.9,0.542,186.3,114.70584,143.60584,127.9
23798,26.9,0.522,156.4,115.21543999999999,142.11543999999998,125.9
25749,24.4,0.503,128.2,115.69955999999999,140.09956,123.4
27709,21.8,0.501,108.8,115.75052,137.55052,120.8
29128,19.3,0.5,91.2,115.776,135.076,118.3
31583,16.9,0.503,76.9,115.69955999999999,132.59956,115.9
33149,14.5,0.5,62.0,115.776,130.276,113.5
35178,12.1,0.5,48.3,115.776,127.87599999999999,111.1
36850,9.7,0.501,35.3,115.75052,125.45052,108.7
38450,7.3,0.501,22.3,115.75052,123.05051999999999,106.3
40058,5.0,0.501,11.6,115.75052,120.75052,104.0
41825,2.3,0.501,3.2,115.75052,118.05051999999999,101.3
47565,0.1,0.501,0.0,115.75052,115.85051999999999,99.1
