Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2766,0.0,0.604,0.0,159.25656000000004,159.25656000000004,135.0
4563,2.2,0.604,9.0,159.25656000000004,161.45656000000002,137.2
5960,4.4,0.603,20.4,159.28942000000004,163.68942000000004,139.4
7575,7.0,0.604,35.0,159.25656000000004,166.25656000000004,142.0
8972,9.4,0.605,50.6,159.22370000000004,168.62370000000004,144.4
10572,11.9,0.605,67.1,159.22370000000004,171.12370000000004,146.9
12071,14.5,0.607,85.2,159.15798000000004,173.65798000000004,149.5
13667,16.9,0.609,102.4,159.09226000000004,175.99226000000004,151.9
15224,19.6,0.611,123.5,159.02654000000004,178.62654000000003,154.6
16643,21.8,0.614,140.0,158.92796000000004,180.72796000000005,156.8
17957,23.9,0.616,157.4,158.86224000000004,182.76224000000005,158.9
19534,26.5,0.62,179.2,158.73080000000004,185.23080000000004,161.5
21084,29.0,0.624,200.6,158.59936000000002,187.59936000000002,164.0
22511,31.6,0.63,224.8,158.40220000000002,190.00220000000002,166.6
23934,33.9,0.635,246.6,158.23790000000002,192.13790000000003,168.9
25485,36.6,0.642,273.7,158.00788000000003,194.60788000000002,171.6
27660,39.0,0.646,297.2,157.87644000000003,196.87644000000003,174.0
29112,36.6,0.632,268.1,158.33648000000002,194.93648000000002,171.6
30695,33.6,0.62,237.2,158.73080000000004,192.33080000000004,168.6
32252,31.3,0.613,214.8,158.96082000000004,190.26082000000005,166.3
33688,29.1,0.605,194.1,159.22370000000004,188.32370000000003,164.1
35483,26.4,0.604,171.7,159.25656000000004,185.65656000000004,161.4
36901,24.2,0.603,153.5,159.28942000000004,183.48942000000002,159.2
38637,21.6,0.604,133.4,159.25656000000004,180.85656000000003,156.6
41785,17.2,0.604,100.7,159.25656000000004,176.45656000000002,152.2
43443,14.4,0.604,80.5,159.25656000000004,173.65656000000004,149.4
45003,12.0,0.603,62.9,159.28942000000004,171.28942000000004,147.0
46613,9.4,0.604,45.0,159.25656000000004,168.65656000000004,144.4
48160,7.0,0.604,28.8,159.25656000000004,166.25656000000004,142.0
49535,4.6,0.604,13.8,159.25656000000004,163.85656000000003,139.6
51231,2.2,0.603,3.8,159.28942000000004,161.48942000000002,137.2
52550,-0.3,0.604,2.2,159.25656000000004,158.95656000000002,134.7
56543,-0.5,0.604,2.0,159.25656000000004,158.75656000000004,134.5
