Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1680,0.0,0.599,0.0,113.25348,113.25348,108.25
2881,2.1,0.602,7.4,113.17703999999999,115.27703999999999,110.35
4474,4.8,0.605,18.8,113.10059999999999,117.90059999999998,113.05
6001,6.9,0.608,29.7,113.02416,119.92416,115.15
7334,9.7,0.615,47.3,112.84579999999998,122.54579999999999,117.95
8673,11.7,0.62,61.2,112.71839999999999,124.41839999999999,119.95
10168,14.4,0.629,81.6,112.48907999999999,126.88907999999999,122.65
11643,17.0,0.641,103.3,112.18331999999998,129.18331999999998,125.25
13090,19.5,0.637,122.3,112.28523999999999,131.78524,127.75
14460,21.7,0.638,140.9,112.25975999999999,133.95976,129.95
16117,24.4,0.637,162.9,112.28523999999999,136.68524,132.65
17553,26.5,0.638,181.8,112.25975999999999,138.75975999999997,134.75
19410,29.3,0.637,207.5,112.28523999999999,141.58524,137.55
20859,26.6,0.61,168.2,112.97319999999999,139.57319999999999,134.85
22504,24.1,0.6,143.3,113.228,137.328,132.35
24122,21.7,0.6,123.8,113.228,134.928,129.95
25624,19.3,0.599,104.9,113.25348,132.55348,127.55
27184,16.7,0.6,86.1,113.228,129.928,124.95
28748,14.4,0.6,69.9,113.228,127.628,122.65
30172,12.1,0.6,54.4,113.228,125.32799999999999,120.35
31729,9.7,0.6,38.9,113.228,122.928,117.95
33084,7.5,0.599,25.1,113.25348,120.75348,115.75
34618,4.9,0.6,11.7,113.228,118.128,113.15
36099,2.4,0.6,3.1,113.228,115.628,110.65
41051,0.3,0.6,0.1,113.228,113.52799999999999,108.55
