Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2116,0.0,0.395,0.0,191.69870000000003,191.69870000000003,191.46
4267,2.5,0.396,3.2,191.65896000000004,194.15896000000004,193.96
6860,5.0,0.398,8.3,191.57948000000002,196.57948000000002,196.46
9076,7.7,0.4,16.5,191.50000000000003,199.20000000000002,199.16
11472,10.3,0.401,26.5,191.46026000000003,201.76026000000005,201.76000000000002
13604,12.9,0.402,38.1,191.42052,204.32052000000002,204.36
15883,15.2,0.402,49.1,191.42052,206.62052,206.66
18115,18.0,0.401,63.1,191.46026000000003,209.46026000000003,209.46
19963,20.0,0.402,75.0,191.42052,211.42052,211.46
21927,22.4,0.402,88.2,191.42052,213.82052000000002,213.86
24122,24.9,0.402,102.1,191.42052,216.32052000000002,216.36
25745,27.7,0.404,121.1,191.34104000000002,219.04104,219.16
28179,29.8,0.401,132.8,191.46026000000003,221.26026000000005,221.26000000000002
30498,32.6,0.401,151.4,191.46026000000003,224.06026000000003,224.06
32632,34.7,0.401,166.5,191.46026000000003,226.16026000000005,226.16000000000003
34986,37.3,0.401,186.0,191.46026000000003,228.76026000000002,228.76
37323,39.9,0.401,206.5,191.46026000000003,231.36026000000004,231.36
39999,42.4,0.4,227.2,191.50000000000003,233.90000000000003,233.86
44730,44.7,0.399,247.2,191.53974000000002,236.23974000000004,236.16000000000003
47424,42.1,0.379,199.7,192.33454000000003,234.43454000000003,233.56
49732,39.8,0.365,168.1,192.89090000000004,232.69090000000006,231.26
52053,37.1,0.362,146.2,193.01012000000003,230.11012000000002,228.56
54409,34.9,0.363,130.8,192.97038000000003,227.87038000000004,226.36
56897,32.1,0.363,113.2,192.97038000000003,225.07038000000003,223.56
59261,29.8,0.362,98.9,193.01012000000003,222.81012000000004,221.26000000000002
61514,27.2,0.362,83.3,193.01012000000003,220.21012000000002,218.66
63513,24.8,0.362,70.0,193.01012000000003,217.81012000000004,216.26000000000002
65549,22.2,0.361,55.9,193.04986000000002,215.24986,213.66
67606,20.1,0.362,45.5,193.01012000000003,213.11012000000002,211.56
69620,17.3,0.362,32.4,193.01012000000003,210.31012000000004,208.76000000000002
71973,15.1,0.362,23.6,193.01012000000003,208.11012000000002,206.56
74052,12.5,0.362,14.6,193.01012000000003,205.51012000000003,203.96
76383,10.1,0.362,8.7,193.01012000000003,203.11012000000002,201.56
78545,7.7,0.361,4.2,193.04986000000002,200.74986,199.16
80818,5.3,0.362,1.5,193.01012000000003,198.31012000000004,196.76000000000002
82756,2.8,0.362,1.5,193.01012000000003,195.81012000000004,194.26000000000002
88645,0.3,0.362,0.0,193.01012000000003,193.31012000000004,191.76000000000002
