Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2765,0.0,0.498,0.0,187.60548,187.60548,167.6
4999,3.5,0.501,8.9,187.48626000000002,190.98626000000002,171.1
6998,6.2,0.504,19.3,187.36704,193.56704,173.79999999999998
8893,8.4,0.504,29.8,187.36704,195.76704,176.0
10868,10.8,0.503,41.4,187.40678,198.20678,178.4
12799,13.2,0.504,55.9,187.36704,200.56704,180.79999999999998
14763,15.6,0.503,70.7,187.40678,203.00678,183.2
17058,18.3,0.504,87.6,187.36704,205.66704000000001,185.9
19254,20.4,0.504,101.5,187.36704,207.76704,188.0
21869,23.2,0.503,119.9,187.40678,210.60678,190.79999999999998
24064,26.1,0.501,140.5,187.48626000000002,213.58626,193.7
26059,27.9,0.503,154.4,187.40678,215.30678,195.5
28338,30.3,0.503,172.1,187.40678,217.70678,197.9
30782,32.8,0.503,191.2,187.40678,220.20677999999998,200.39999999999998
33028,35.3,0.503,210.8,187.40678,222.70677999999998,202.89999999999998
35161,37.8,0.503,231.7,187.40678,225.20677999999998,205.39999999999998
37592,40.0,0.503,250.5,187.40678,227.40678,207.6
40274,43.0,0.504,278.3,187.36704,230.36704,210.6
43246,45.5,0.503,301.3,187.40678,232.90678,213.1
45902,42.9,0.481,254.2,188.28106000000002,231.18106000000003,210.5
48477,40.3,0.464,217.4,188.95664000000002,229.25664,207.89999999999998
50931,38.0,0.461,195.5,189.07586,227.07586,205.6
53397,35.6,0.461,176.9,189.07586,224.67586,203.2
55595,33.1,0.46,157.9,189.11560000000003,222.21560000000002,200.7
57860,30.4,0.461,138.7,189.07586,219.47586,198.0
59985,28.0,0.461,122.1,189.07586,217.07586,195.6
62170,25.4,0.46,104.5,189.11560000000003,214.51560000000003,193.0
64427,23.1,0.46,89.8,189.11560000000003,212.21560000000002,190.7
66445,20.7,0.46,74.5,189.11560000000003,209.81560000000002,188.29999999999998
68550,18.2,0.46,58.9,189.11560000000003,207.31560000000002,185.79999999999998
70554,15.8,0.46,45.4,189.11560000000003,204.91560000000004,183.4
72869,13.3,0.46,31.9,189.11560000000003,202.41560000000004,180.9
74722,10.8,0.459,19.2,189.15534000000002,199.95534000000004,178.4
76882,8.3,0.46,10.4,189.11560000000003,197.41560000000004,175.9
78877,5.9,0.459,4.3,189.15534000000002,195.05534000000003,173.5
80817,3.6,0.46,0.4,189.11560000000003,192.71560000000002,171.2
83172,0.6,0.46,2.8,189.11560000000003,189.71560000000002,168.2
84629,0.5,0.46,2.9,189.11560000000003,189.61560000000003,168.1
86064,0.4,0.46,3.0,189.11560000000003,189.51560000000003,168.0
