Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1973,0.0,0.8,0.0,108.13199999999998,108.13199999999998,103.57
3687,2.3,0.802,6.9,108.08103999999997,110.38103999999997,105.86999999999999
5399,4.8,0.802,17.3,108.08103999999997,112.88103999999997,108.36999999999999
6863,6.9,0.806,30.0,107.97911999999998,114.87911999999999,110.47
8501,9.5,0.808,47.9,107.92815999999998,117.42815999999998,113.07
10003,12.1,0.815,68.9,107.74979999999998,119.84979999999997,115.66999999999999
11692,14.5,0.82,88.6,107.62239999999998,122.12239999999998,118.07
13171,16.8,0.829,110.4,107.39307999999998,124.19307999999998,120.36999999999999
14866,19.4,0.835,135.1,107.24019999999999,126.6402,122.97
18038,24.1,0.835,181.7,107.24019999999999,131.34019999999998,127.66999999999999
19638,26.4,0.834,205.5,107.26567999999997,133.66567999999998,129.97
22534,29.1,0.833,232.1,107.29115999999998,136.39115999999999,132.67
24184,26.6,0.807,193.6,107.95363999999998,134.55363999999997,130.17
25967,23.8,0.801,162.7,108.10651999999997,131.90651999999997,127.36999999999999
27299,21.7,0.801,141.0,108.10651999999997,129.80651999999998,125.27
28981,19.1,0.801,116.9,108.10651999999997,127.20651999999998,122.66999999999999
30598,16.6,0.802,94.4,108.08103999999997,124.68103999999997,120.16999999999999
32115,14.3,0.801,73.7,108.10651999999997,122.40651999999997,117.86999999999999
33633,11.8,0.8,52.9,108.13199999999998,119.93199999999997,115.36999999999999
35088,9.6,0.801,34.8,108.10651999999997,117.70651999999997,113.16999999999999
36705,7.2,0.802,17.5,108.08103999999997,115.28103999999998,110.77
38323,4.8,0.802,5.7,108.08103999999997,112.88103999999997,108.36999999999999
39859,2.5,0.801,0.2,108.10651999999997,110.60651999999997,106.07
44569,-0.1,0.801,2.1,108.10651999999997,108.00651999999998,103.47
