Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1564,0.0,0.5,0.0,146.508,146.508,136.6
3539,3.3,0.504,8.0,146.36144,149.66144,139.9
5455,5.9,0.506,16.5,146.28816,152.18816,142.5
7294,8.3,0.511,26.2,146.10496,154.40496000000002,144.9
9228,10.8,0.517,36.7,145.88512,156.68512,147.4
11073,12.9,0.521,46.7,145.73856,158.63856,149.5
12931,15.5,0.528,59.8,145.48208,160.98208,152.1
14980,17.9,0.534,72.5,145.26224,163.16224,154.5
16754,20.6,0.544,88.0,144.89584,165.49584,157.2
18669,23.1,0.542,99.4,144.96912,168.06912,159.7
20509,25.0,0.543,109.8,144.93248,169.93248,161.6
22683,27.7,0.542,123.4,144.96912,172.66912,164.29999999999998
24661,30.1,0.542,136.4,144.96912,175.06912,166.7
26616,32.7,0.542,150.8,144.96912,177.66912000000002,169.3
28634,35.2,0.543,165.6,144.93248,180.13248,171.8
30568,37.5,0.543,179.1,144.93248,182.43248,174.1
33582,40.1,0.542,194.5,144.96912,185.06912,176.7
35618,37.6,0.521,165.9,145.73856,183.33856,174.2
37576,35.1,0.503,143.2,146.39808,181.49808,171.7
39570,32.7,0.503,130.0,146.39808,179.09807999999998,169.3
41420,29.9,0.503,115.8,146.39808,176.29808,166.5
43285,27.6,0.501,104.4,146.47136,174.07136,164.2
44637,25.0,0.499,90.9,146.54464,171.54464,161.6
46955,22.6,0.501,80.7,146.47136,169.07136,159.2
50391,17.8,0.501,59.0,146.47136,164.27136000000002,154.4
52009,15.2,0.5,47.8,146.508,161.708,151.79999999999998
54202,12.8,0.501,38.0,146.47136,159.27136000000002,149.4
56039,10.3,0.501,27.9,146.47136,156.77136000000002,146.9
57936,7.9,0.501,18.9,146.47136,154.37136,144.5
59668,5.6,0.5,10.8,146.508,152.108,142.2
61540,3.1,0.501,4.1,146.47136,149.57136,139.7
63027,0.3,0.501,0.1,146.47136,146.77136000000002,136.9
65952,0.0,0.501,0.0,146.47136,146.47136,136.6
