Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2160,0.0,0.796,0.0,135.66255999999998,135.66255999999998,130.23
4369,2.7,0.796,2.9,135.66255999999998,138.36255999999997,132.92999999999998
6287,5.0,0.798,6.9,135.58928,140.58928,135.23
8067,7.2,0.798,13.6,135.58928,142.78928,137.42999999999998
10157,9.8,0.801,24.1,135.47935999999999,145.27936,140.03
12033,12.0,0.803,35.6,135.40608,147.40608,142.23
13997,14.5,0.807,50.8,135.25952,149.75952,144.73
18229,19.8,0.819,85.3,134.81984,154.61984,150.03
20206,22.2,0.826,102.9,134.56336,156.76335999999998,152.42999999999998
22480,24.6,0.83,119.6,134.4168,159.0168,154.82999999999998
24397,27.4,0.831,140.3,134.38016,161.78016,157.63
26532,29.6,0.83,155.7,134.4168,164.0168,159.82999999999998
28731,32.3,0.829,176.2,134.45344,166.75344,162.52999999999997
30840,34.5,0.83,193.1,134.4168,168.9168,164.73
33022,36.9,0.829,211.5,134.45344,171.35344,167.13
35434,39.5,0.83,232.0,134.4168,173.9168,169.73
37668,36.9,0.808,201.6,135.22288,172.12288,167.13
39748,34.4,0.796,178.4,135.66255999999998,170.06256,164.63
41652,32.0,0.797,160.3,135.62592,167.62592,162.23
43860,29.4,0.797,141.2,135.62592,165.02592,159.63
45830,27.0,0.797,124.1,135.62592,162.62592,157.23
47735,24.8,0.796,108.5,135.66255999999998,160.46256,155.03
49328,22.0,0.795,89.0,135.6992,157.6992,152.23
51599,19.6,0.797,73.8,135.62592,155.22592,149.82999999999998
53620,17.3,0.797,59.7,135.62592,152.92592000000002,147.53
55636,14.7,0.797,43.4,135.62592,150.32592,144.92999999999998
57306,12.1,0.797,28.0,135.62592,147.72592,142.32999999999998
59427,9.6,0.797,15.3,135.62592,145.22592,139.82999999999998
61325,7.1,0.797,6.4,135.62592,142.72592,137.32999999999998
63524,4.8,0.797,2.4,135.62592,140.42592000000002,135.03
65399,2.2,0.796,0.7,135.66255999999998,137.86255999999997,132.42999999999998
70450,-0.1,0.797,0.1,135.62592,135.52592,130.13
