Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
3103,0.0,0.402,0.0,191.42052,191.42052,172.5
5142,2.8,0.406,6.5,191.26156000000003,194.06156000000004,175.3
7437,5.2,0.406,12.9,191.26156000000003,196.46156000000002,177.7
9602,7.8,0.41,22.4,191.10260000000002,198.90260000000004,180.3
14084,12.9,0.42,47.5,190.70520000000002,203.60520000000002,185.4
15940,15.3,0.427,62.6,190.42702000000003,205.72702000000004,187.8
18036,17.7,0.433,78.4,190.18858000000003,207.88858000000002,190.2
20252,20.2,0.442,96.9,189.83092000000002,210.03092,192.7
24405,25.1,0.446,130.8,189.67196,214.77196,197.6
26320,27.8,0.446,149.3,189.67196,217.47196000000002,200.3
28433,29.7,0.446,162.2,189.67196,219.37196,202.2
30553,32.8,0.446,185.0,189.67196,222.47196000000002,205.3
32568,35.0,0.446,202.2,189.67196,224.67196,207.5
34617,37.8,0.446,224.9,189.67196,227.47196000000002,210.3
36594,39.9,0.446,243.2,189.67196,229.57196000000002,212.4
38675,42.0,0.446,262.6,189.67196,231.67196,214.5
41751,44.7,0.445,287.6,189.7117,234.4117,217.2
44365,41.9,0.42,232.7,190.70520000000002,232.60520000000002,214.4
46651,39.7,0.405,200.2,191.30130000000003,231.00130000000001,212.2
48616,37.4,0.406,180.9,191.26156000000003,228.66156000000004,209.9
50434,35.0,0.405,161.7,191.30130000000003,226.30130000000003,207.5
54560,29.5,0.405,123.9,191.30130000000003,220.80130000000003,202.0
56422,27.1,0.405,108.5,191.30130000000003,218.40130000000002,199.6
58268,25.0,0.405,95.7,191.30130000000003,216.30130000000003,197.5
60113,21.9,0.404,77.0,191.34104000000002,213.24104000000003,194.4
61810,19.9,0.404,65.7,191.34104000000002,211.24104000000003,192.4
63518,17.4,0.404,52.5,191.34104000000002,208.74104000000003,189.9
65586,15.0,0.405,40.8,191.30130000000003,206.30130000000003,187.5
67240,12.4,0.404,27.8,191.34104000000002,203.74104000000003,184.9
69275,9.9,0.404,18.4,191.34104000000002,201.24104000000003,182.4
77921,5.5,0.406,6.7,191.26156000000003,196.76156000000003,178.0
85544,0.4,0.406,0.0,191.26156000000003,191.66156000000004,172.9
