Parameter,Value
c3_e,-56.68187837908906
c2_e,0.30048497086875925
c1_e,-0.00011854510920165417
c0_e,164.72105559362257
c3_c,-56.65269987932127
c2_c,0.28625627964029526
c1_c,-2.6419818153741335e-05
c0_c,165.62210484445325
