Parameter,Value
c3_e,-40.47629453185553
c2_e,0.25189330923036884
c1_e,-0.00018641444253101003
c0_e,127.18083263909563
c3_c,-41.8359490372956
c2_c,0.25114669935899886
c1_c,-0.00013003275115848505
c0_c,128.0140179561079
