Parameter,Value
c3_e,-63.89273662836764
c2_e,0.21445559608059842
c1_e,-8.821573618507865e-05
c0_e,199.65000635669995
c3_c,-65.79962533076734
c2_c,0.20171394407605112
c1_c,-2.981034677630824e-05
c0_c,201.43036189659392
