Parameter,Value
c3_e,-44.0036635731259
c2_e,0.16547891572275003
c1_e,9.610224075270737e-05
c0_e,172.36017114585215
c3_c,-43.624275786823546
c2_c,0.18268820807860237
c1_c,3.358524597993519e-05
c0_c,172.63648327095794
